z6-25818,Port1,Port1.1,Port1.2,Port2,Port2.1,Port2.2,Port3,Port3.1,Port3.2,Port4,Port4.1,Port5,Port5.1,Port7,Port7.1,Port8,Port8.1
# Records: 10192,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,Battery,Battery,Barometer,Barometer
Timestamps, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, degree_C Soil Temperature, kPa Matric Potential, degree_C Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
2024-05-30 14:15,0.432,5.8,0.384,0.224,4.5,0.055,0.204,1.7,0.155,-0.1,5,-0.1,3.2,100,8597,64.92,21.5
2024-05-30 14:30,0.432,5.8,0.385,0.224,4.5,0.055,0.204,1.7,0.158,-0.1,5,-0.1,3.2,100,8576,64.9,22
2024-05-30 14:45,0.432,5.8,0.385,0.224,4.5,0.054,0.205,1.7,0.158,-0.1,5,-0.1,3.2,100,8569,64.89,21.3
2024-05-30 15:00,0.432,5.8,0.384,0.224,4.5,0.053,0.206,1.7,0.157,-0.1,5,-0.1,3.2,100,8566,64.88,20.8
2024-05-30 15:15,0.432,5.8,0.385,0.224,4.5,0.055,0.207,1.7,0.159,-0.1,5,-0.1,3.2,100,8560,64.88,21
2024-05-30 15:30,0.432,5.8,0.385,0.224,4.5,0.056,0.208,1.7,0.159,-0.1,5,-0.1,3.1,100,8554,64.87,20
2024-05-30 15:45,0.432,5.8,0.385,0.224,4.5,0.055,0.209,1.7,0.159,-0.1,5,-0.1,3.1,100,8546,64.87,18.8
2024-05-30 16:00,0.432,5.7,0.386,0.224,4.5,0.055,0.21,1.7,0.16,-0.1,5,-0.1,3.1,100,8550,64.87,17.7
2024-05-30 16:15,0.432,5.7,0.386,0.224,4.4,0.057,0.211,1.7,0.162,-0.1,5,-0.1,3.1,100,8539,64.87,16.7
2024-05-30 16:30,0.432,5.7,0.387,0.225,4.4,0.054,0.211,1.8,0.161,-0.1,5,-0.1,3.1,100,8545,64.87,15.8
2024-05-30 16:45,0.432,5.7,0.387,0.225,4.4,0.055,0.211,1.9,0.166,-0.1,5,-0.1,3.1,100,8542,64.87,14.9
2024-05-30 17:00,0.432,5.7,0.387,0.225,4.4,0.056,0.212,2,0.166,-0.1,5,-0.1,3.1,100,8539,64.87,13.8
2024-05-30 17:15,0.432,5.7,0.388,0.225,4.4,0.056,0.212,2.1,0.165,-0.1,5,-0.1,3.1,100,8536,64.87,12.7
2024-05-30 17:30,0.432,5.7,0.388,0.225,4.4,0.057,0.211,2.2,0.166,-0.1,5,-0.1,3.1,100,8497,64.88,11.6
2024-05-30 17:45,0.432,5.7,0.388,0.225,4.4,0.057,0.211,2.3,0.168,-0.1,5,-0.1,3.2,100,8505,64.89,9.9
2024-05-30 18:00,0.432,5.7,0.388,0.226,4.4,0.056,0.211,2.4,0.166,-0.1,5,-0.1,3.2,100,8499,64.9,8.6
2024-05-30 18:15,0.432,5.7,0.388,0.226,4.4,0.056,0.211,2.5,0.168,-0.1,5,-0.1,3.2,100,8491,64.95,7.2
2024-05-30 18:30,0.432,5.7,0.388,0.226,4.4,0.056,0.21,2.6,0.169,-0.1,5,-0.1,3.2,100,8488,64.97,6
2024-05-30 18:45,0.432,5.7,0.388,0.226,4.4,0.058,0.21,2.6,0.167,-0.1,5,-0.1,3.3,100,8467,64.97,5.4
2024-05-30 19:00,0.432,5.7,0.388,0.226,4.4,0.058,0.21,2.7,0.168,-0.1,4.9,-0.1,3.3,100,8469,64.97,4.3
2024-05-30 19:15,0.432,5.7,0.389,0.226,4.4,0.057,0.21,2.8,0.167,-0.1,4.9,-0.1,3.3,100,8466,64.99,3.1
2024-05-30 19:30,0.432,5.7,0.389,0.226,4.4,0.057,0.209,2.8,0.169,-0.1,4.9,-0.1,3.4,100,8451,65,2.2
2024-05-30 19:45,0.432,5.7,0.388,0.226,4.4,0.058,0.209,2.8,0.169,-0.1,4.9,-0.1,3.4,100,8449,65.01,1.4
2024-05-30 20:00,0.432,5.7,0.389,0.226,4.4,0.058,0.209,2.8,0.168,-0.1,4.9,-0.1,3.4,100,8450,65.01,-0.2
2024-05-30 20:15,0.432,5.7,0.389,0.226,4.4,0.057,0.209,2.8,0.167,-0.1,4.9,-0.1,3.4,100,8435,65.02,-1.6
2024-05-30 20:30,0.432,5.7,0.389,0.226,4.4,0.057,0.208,2.8,0.166,-0.1,4.9,-0.1,3.4,100,8439,65.03,-2.3
2024-05-30 20:45,0.432,5.7,0.389,0.226,4.4,0.057,0.208,2.8,0.168,-0.1,4.9,-0.1,3.5,100,8438,65.03,-3.2
2024-05-30 21:00,0.432,5.7,0.389,0.226,4.4,0.057,0.208,2.8,0.166,-0.1,4.9,-0.1,3.5,100,8437,65.03,-4
2024-05-30 21:15,0.432,5.7,0.389,0.226,4.4,0.057,0.208,2.8,0.164,-0.1,4.9,-0.1,3.5,100,8436,65.04,-4.7
2024-05-30 21:30,0.432,5.7,0.389,0.226,4.4,0.057,0.208,2.8,0.166,-0.1,4.9,-0.1,3.5,100,8439,65.04,-5.4
2024-05-30 21:45,0.432,5.7,0.39,0.226,4.4,0.058,0.208,2.8,0.167,-0.1,4.9,-0.1,3.5,100,8413,65.04,-6.2
2024-05-30 22:00,0.432,5.7,0.391,0.227,4.4,0.06,0.207,2.8,0.164,-0.1,4.9,-0.1,3.5,100,8420,65.04,-7.1
2024-05-30 22:15,0.432,5.7,0.391,0.227,4.4,0.06,0.207,2.7,0.164,-0.1,4.9,-0.1,3.5,100,8422,65.04,-7.6
2024-05-30 22:30,0.432,5.7,0.391,0.227,4.4,0.06,0.207,2.7,0.163,-0.1,4.9,-0.1,3.5,100,8374,65.04,-7.9
2024-05-30 22:45,0.432,5.7,0.391,0.227,4.5,0.059,0.207,2.7,0.164,-0.1,4.9,-0.1,3.5,100,8404,65.04,-8.4
2024-05-30 23:00,0.432,5.7,0.391,0.227,4.5,0.059,0.207,2.7,0.164,-0.1,4.9,-0.1,3.6,100,8405,65.03,-9.1
2024-05-30 23:15,0.432,5.7,0.389,0.227,4.5,0.059,0.206,2.7,0.162,-0.1,4.9,-0.1,3.6,100,8410,65.02,-9.5
2024-05-30 23:30,0.432,5.7,0.391,0.227,4.5,0.06,0.206,2.6,0.162,-0.1,4.9,-0.1,3.6,100,8408,65.03,-9.1
2024-05-30 23:45,0.432,5.7,0.39,0.227,4.5,0.058,0.206,2.6,0.161,-0.1,4.9,-0.1,3.6,100,8406,65.02,-9.3
2024-05-31 00:00,0.432,5.7,0.39,0.227,4.5,0.06,0.206,2.6,0.162,-0.1,4.9,-0.1,3.6,100,8411,65.02,-9.6
2024-05-31 00:15,0.432,5.7,0.39,0.227,4.5,0.059,0.206,2.6,0.162,-0.1,4.9,-0.1,3.5,100,8355,65,-10.2
2024-05-31 00:30,0.432,5.7,0.39,0.227,4.5,0.059,0.206,2.5,0.16,-0.1,4.9,-0.1,3.5,100,8380,65,-10.9
2024-05-31 00:45,0.432,5.7,0.389,0.227,4.5,0.06,0.206,2.5,0.159,-0.1,4.9,-0.1,3.5,100,8301,64.99,-11.6
2024-05-31 01:00,0.432,5.7,0.391,0.227,4.5,0.059,0.205,2.5,0.161,-0.1,4.9,-0.1,3.5,100,8327,64.98,-12
2024-05-31 01:15,0.432,5.7,0.389,0.227,4.5,0.058,0.205,2.5,0.161,-0.1,4.9,-0.1,3.5,100,8336,64.98,-12.7
2024-05-31 01:30,0.432,5.7,0.389,0.227,4.5,0.059,0.205,2.5,0.161,-0.1,4.9,-0.1,3.5,100,8339,64.98,-13
2024-05-31 01:45,0.432,5.7,0.389,0.227,4.5,0.059,0.205,2.4,0.16,-0.1,4.9,-0.1,3.5,100,8343,64.97,-13.3
2024-05-31 02:00,0.432,5.7,0.389,0.227,4.5,0.059,0.205,2.4,0.159,-0.1,4.9,-0.1,3.5,100,8346,64.95,-13.5
2024-05-31 02:15,0.432,5.7,0.389,0.227,4.5,0.057,0.205,2.4,0.159,-0.1,4.9,-0.1,3.5,100,8349,64.94,-13.8
2024-05-31 02:30,0.432,5.7,0.388,0.227,4.5,0.059,0.205,2.4,0.159,-0.1,4.9,-0.1,3.5,100,8349,64.94,-14.2
2024-05-31 02:45,0.432,5.7,0.388,0.227,4.5,0.06,0.205,2.3,0.159,-0.1,4.9,-0.1,3.5,100,8350,64.93,-14.7
2024-05-31 03:00,0.432,5.7,0.388,0.227,4.5,0.059,0.205,2.3,0.159,-0.1,4.9,-0.1,3.5,100,8352,64.92,-14.9
2024-05-31 03:15,0.432,5.7,0.389,0.227,4.5,0.059,0.204,2.3,0.159,-0.1,4.9,-0.1,3.5,100,8351,64.91,-15
2024-05-31 03:30,0.432,5.7,0.388,0.227,4.5,0.058,0.204,2.3,0.16,-0.1,4.9,-0.1,3.5,100,8353,64.91,-15.3
2024-05-31 03:45,0.432,5.7,0.388,0.227,4.5,0.059,0.204,2.3,0.157,-0.1,4.9,-0.1,3.5,100,8353,64.9,-15.9
2024-05-31 04:00,0.432,5.7,0.388,0.227,4.5,0.059,0.204,2.2,0.158,-0.1,4.9,-0.1,3.4,100,8352,64.9,-15.8
2024-05-31 04:15,0.432,5.7,0.388,0.227,4.5,0.058,0.204,2.2,0.158,-0.1,4.9,-0.1,3.4,100,8317,64.9,-15.8
2024-05-31 04:30,0.432,5.6,0.388,0.227,4.5,0.059,0.204,2.2,0.159,-0.1,4.9,-0.1,3.4,100,8327,64.9,-16.3
2024-05-31 04:45,0.432,5.6,0.388,0.227,4.5,0.061,0.204,2.2,0.158,-0.1,4.9,-0.1,3.4,100,8331,64.91,-16.7
2024-05-31 05:00,0.432,5.6,0.388,0.227,4.5,0.059,0.204,2.1,0.157,-0.1,4.9,-0.1,3.4,100,8333,64.92,-16.7
2024-05-31 05:15,0.432,5.6,0.389,0.227,4.5,0.057,0.204,2.1,0.156,-0.1,4.9,-0.1,3.4,100,8336,64.92,-16.4
2024-05-31 05:30,0.432,5.6,0.388,0.227,4.5,0.058,0.203,2.1,0.157,-0.1,4.9,-0.1,3.4,100,8295,64.92,-16.8
2024-05-31 05:45,0.432,5.6,0.387,0.227,4.5,0.057,0.203,2.1,0.156,-0.1,4.9,-0.1,3.4,100,8311,64.93,-17.1
2024-05-31 06:00,0.432,5.6,0.387,0.227,4.5,0.057,0.203,2.1,0.157,-0.1,4.9,-0.1,3.4,100,8315,64.94,-17.8
2024-05-31 06:15,0.432,5.6,0.387,0.227,4.5,0.056,0.203,2,0.157,-0.1,4.9,-0.1,3.4,100,8318,64.94,-18.3
2024-05-31 06:30,0.432,5.6,0.387,0.227,4.5,0.057,0.203,2,0.157,-0.1,4.9,-0.1,3.4,100,8319,64.95,-18.7
2024-05-31 06:45,0.432,5.6,0.387,0.226,4.5,0.057,0.203,2,0.156,-0.1,4.9,-0.1,3.3,100,8288,64.97,-18.6
2024-05-31 07:00,0.432,5.6,0.386,0.226,4.5,0.057,0.203,2,0.156,-0.1,4.9,-0.1,3.3,100,8295,64.97,-18.7
2024-05-31 07:15,0.432,5.6,0.387,0.226,4.5,0.057,0.203,2,0.157,-0.1,4.9,-0.1,3.3,100,8298,64.98,-18.6
2024-05-31 07:30,0.432,5.6,0.385,0.226,4.5,0.056,0.202,1.9,0.156,-0.1,4.9,-0.1,3.3,100,8291,64.99,-18.2
2024-05-31 07:45,0.432,5.6,0.385,0.226,4.5,0.056,0.202,1.9,0.156,-0.1,4.9,-0.1,3.3,100,8338,65,-17.2
2024-05-31 08:00,0.432,5.6,0.385,0.226,4.5,0.056,0.202,1.9,0.155,-0.1,4.9,-0.1,3.3,100,8384,65.01,-15
2024-05-31 08:15,0.432,5.6,0.384,0.225,4.5,0.056,0.202,1.9,0.155,-0.1,4.9,-0.1,3.3,100,8429,65.03,-12.4
2024-05-31 08:30,0.432,5.6,0.384,0.224,4.5,0.055,0.202,1.9,0.154,-0.1,4.9,-0.1,3.3,100,8454,65.05,-9.4
2024-05-31 08:45,0.432,5.6,0.383,0.224,4.5,0.056,0.202,1.8,0.156,-0.1,4.9,-0.1,3.3,100,8499,65.07,-6.6
2024-05-31 09:00,0.432,5.6,0.383,0.224,4.5,0.055,0.202,1.8,0.154,-0.1,4.9,-0.1,3.3,100,8539,65.1,-4.3
2024-05-31 09:15,0.432,5.6,0.384,0.224,4.4,0.054,0.202,1.8,0.156,-0.1,4.9,-0.1,3.2,100,8575,65.11,-2.1
2024-05-31 09:30,0.432,5.6,0.384,0.224,4.4,0.054,0.201,1.8,0.154,-0.1,4.9,-0.1,3.2,100,8583,65.12,-0.2
2024-05-31 09:45,0.432,5.6,0.383,0.224,4.4,0.054,0.201,1.8,0.154,-0.1,4.9,-0.1,3.2,100,8618,65.12,1
2024-05-31 10:00,0.432,5.6,0.383,0.224,4.4,0.053,0.201,1.8,0.152,-0.1,4.9,-0.1,3.2,100,8650,65.12,1.8
2024-05-31 10:15,0.432,5.6,0.383,0.224,4.4,0.051,0.201,1.7,0.154,-0.1,4.9,-0.1,3.2,100,8652,65.12,2.8
2024-05-31 10:30,0.432,5.6,0.382,0.223,4.4,0.053,0.201,1.7,0.154,-0.1,4.9,-0.1,3.2,100,8685,65.12,3.8
2024-05-31 10:45,0.432,5.6,0.383,0.223,4.4,0.053,0.202,1.7,0.154,-0.1,4.9,-0.1,3.2,100,8703,65.12,4.8
2024-05-31 11:00,0.432,5.6,0.382,0.223,4.4,0.052,0.202,1.7,0.156,-0.1,4.9,-0.1,3.2,100,8716,65.11,5.9
2024-05-31 11:15,0.432,5.6,0.382,0.223,4.4,0.053,0.202,1.7,0.155,-0.1,4.9,-0.1,3.2,100,8679,65.1,7.2
2024-05-31 11:30,0.432,5.6,0.382,0.223,4.4,0.052,0.202,1.7,0.154,-0.1,4.9,-0.1,3.1,100,8708,65.08,9.2
2024-05-31 11:45,0.432,5.6,0.382,0.223,4.4,0.052,0.202,1.7,0.155,-0.1,4.9,-0.1,3.1,100,8706,65.07,10.5
2024-05-31 12:00,0.432,5.6,0.382,0.223,4.4,0.051,0.202,1.7,0.154,-0.1,4.9,-0.1,3.1,100,8704,65.05,11.2
2024-05-31 12:15,0.432,5.6,0.382,0.223,4.4,0.052,0.202,1.6,0.154,-0.1,4.9,-0.1,3.1,100,8702,65.03,11.8
2024-05-31 12:30,0.432,5.6,0.382,0.223,4.4,0.052,0.202,1.6,0.156,-0.1,4.9,-0.1,3.1,100,8678,65.01,12.8
2024-05-31 12:45,0.432,5.6,0.382,0.222,4.4,0.053,0.202,1.6,0.156,-0.1,4.9,-0.1,3.1,100,8671,64.99,14.2
2024-05-31 13:00,0.432,5.6,0.382,0.223,4.4,0.052,0.202,1.6,0.155,-0.1,4.9,-0.1,3.1,100,8669,64.98,15.1
2024-05-31 13:15,0.432,5.6,0.382,0.223,4.4,0.052,0.202,1.6,0.154,-0.1,4.9,-0.1,3.1,100,8642,64.96,16.6
2024-05-31 13:30,0.432,5.6,0.382,0.223,4.4,0.051,0.202,1.6,0.155,-0.1,4.9,-0.1,3.1,100,8646,64.94,18.1
2024-05-31 13:45,0.432,5.6,0.382,0.223,4.4,0.052,0.203,1.6,0.156,-0.1,4.9,-0.1,3.1,100,8633,64.92,19.2
2024-05-31 14:00,0.432,5.6,0.381,0.223,4.4,0.052,0.203,1.6,0.157,-0.1,4.9,-0.1,3.1,100,8623,64.9,19.7
2024-05-31 14:15,0.432,5.6,0.381,0.223,4.3,0.051,0.203,1.6,0.154,-0.1,4.9,-0.1,3.1,100,8611,64.89,20.2
2024-05-31 14:30,0.432,5.6,0.381,0.223,4.3,0.052,0.203,1.6,0.157,-0.1,4.9,-0.1,3,100,8571,64.89,19
2024-05-31 14:45,0.432,5.6,0.381,0.223,4.3,0.052,0.203,1.6,0.157,-0.1,4.9,-0.1,3,100,8599,64.89,18.1
2024-05-31 15:00,0.432,5.6,0.381,0.223,4.3,0.052,0.204,1.6,0.157,-0.1,4.9,-0.1,3,100,8601,64.9,17.3
2024-05-31 15:15,0.432,5.6,0.382,0.223,4.3,0.051,0.205,1.6,0.156,-0.1,4.9,-0.1,3,100,8603,64.91,16.7
2024-05-31 15:30,0.432,5.6,0.381,0.223,4.3,0.05,0.206,1.6,0.157,-0.1,4.9,-0.1,3,100,8606,64.91,16.2
2024-05-31 15:45,0.432,5.6,0.381,0.223,4.3,0.052,0.206,1.6,0.159,-0.1,4.9,-0.1,3,100,8599,64.92,15.8
2024-05-31 16:00,0.432,5.6,0.382,0.223,4.3,0.051,0.208,1.6,0.16,-0.1,4.9,-0.1,3,100,8600,64.93,15.2
2024-05-31 16:15,0.432,5.6,0.381,0.223,4.3,0.051,0.208,1.6,0.161,-0.1,4.9,-0.1,3,100,8599,64.93,14.7
2024-05-31 16:30,0.432,5.6,0.382,0.224,4.3,0.051,0.209,1.6,0.16,-0.1,4.9,-0.1,3,100,8595,64.93,14.2
2024-05-31 16:45,0.432,5.6,0.382,0.224,4.3,0.052,0.21,1.6,0.161,-0.1,4.8,-0.1,3,100,8592,64.93,13.6
2024-05-31 17:00,0.432,5.6,0.382,0.224,4.3,0.053,0.21,1.6,0.162,-0.1,4.8,-0.1,3,100,8587,64.94,12.9
2024-05-31 17:15,0.432,5.6,0.383,0.224,4.3,0.052,0.211,1.7,0.164,-0.1,4.8,-0.1,3,100,8581,64.93,12.2
2024-05-31 17:30,0.432,5.6,0.383,0.224,4.3,0.053,0.211,1.8,0.164,-0.1,4.8,-0.1,3,100,8567,64.94,11.2
2024-05-31 17:45,0.432,5.6,0.384,0.224,4.3,0.054,0.211,1.8,0.166,-0.1,4.8,-0.1,3,100,8552,64.94,9.1
2024-05-31 18:00,0.432,5.6,0.384,0.224,4.3,0.053,0.211,1.9,0.168,-0.1,4.8,-0.1,3,100,8542,64.94,7.3
2024-05-31 18:15,0.432,5.6,0.384,0.224,4.2,0.051,0.211,1.9,0.166,-0.1,4.8,-0.1,3,100,8535,64.94,4.9
2024-05-31 18:30,0.432,5.6,0.384,0.224,4.2,0.053,0.21,2,0.167,-0.1,4.8,-0.1,3,100,8527,64.94,2.9
2024-05-31 18:45,0.432,5.6,0.384,0.224,4.2,0.051,0.21,2,0.167,-0.1,4.8,-0.1,3,100,8521,64.94,1.7
2024-05-31 19:00,0.432,5.6,0.383,0.224,4.2,0.052,0.21,2.1,0.167,-0.1,4.8,-0.1,3,100,8517,64.95,0.7
2024-05-31 19:15,0.432,5.6,0.385,0.224,4.2,0.055,0.21,2.1,0.166,-0.1,4.8,-0.1,3.1,100,8508,64.96,0.5
2024-05-31 19:30,0.432,5.6,0.385,0.224,4.2,0.053,0.209,2.2,0.167,-0.1,4.8,-0.1,3.1,100,8507,64.96,-0.3
2024-05-31 19:45,0.432,5.6,0.384,0.224,4.2,0.053,0.209,2.2,0.167,-0.1,4.8,-0.1,3.1,100,8506,64.96,-0.8
2024-05-31 20:00,0.432,5.5,0.385,0.224,4.2,0.052,0.209,2.2,0.166,-0.1,4.8,-0.1,3.1,100,8504,64.98,-0.9
2024-05-31 20:15,0.432,5.5,0.384,0.224,4.2,0.054,0.209,2.2,0.167,-0.1,4.8,-0.1,3.1,100,8501,64.99,-0.9
2024-05-31 20:30,0.432,5.5,0.385,0.224,4.2,0.054,0.208,2.2,0.166,-0.1,4.8,-0.1,3.1,100,8499,65,-1.7
2024-05-31 20:45,0.432,5.5,0.384,0.225,4.2,0.053,0.208,2.2,0.166,-0.1,4.8,-0.1,3.1,100,8497,65.01,-2.2
2024-05-31 21:00,0.432,5.5,0.384,0.225,4.2,0.054,0.208,2.2,0.166,-0.1,4.8,-0.1,3.1,100,8497,65.02,-3.2
2024-05-31 21:15,0.432,5.5,0.385,0.225,4.2,0.052,0.208,2.2,0.164,-0.1,4.8,-0.1,3.2,100,8409,65.03,-4.4
2024-05-31 21:30,0.432,5.5,0.384,0.225,4.2,0.055,0.207,2.2,0.164,-0.1,4.8,-0.1,3.2,100,8490,65.02,-5.1
2024-05-31 21:45,0.432,5.5,0.385,0.225,4.2,0.055,0.207,2.2,0.165,-0.1,4.8,-0.1,3.2,100,8488,65.02,-5.4
2024-05-31 22:00,0.432,5.5,0.386,0.225,4.2,0.055,0.207,2.2,0.163,-0.1,4.8,-0.1,3.2,100,8488,65.03,-5.8
2024-05-31 22:15,0.432,5.5,0.385,0.225,4.2,0.055,0.207,2.2,0.161,-0.1,4.7,-0.1,3.2,100,8488,65.02,-7.1
2024-05-31 22:30,0.432,5.5,0.385,0.225,4.2,0.055,0.206,2.2,0.162,-0.1,4.7,-0.1,3.2,100,8483,65.02,-8.1
2024-05-31 22:45,0.432,5.5,0.385,0.225,4.2,0.055,0.206,2.2,0.161,-0.1,4.7,-0.1,3.2,100,8479,65.03,-8.6
2024-05-31 23:00,0.432,5.5,0.385,0.225,4.2,0.055,0.206,2.2,0.161,-0.1,4.7,-0.1,3.2,100,8479,65.02,-9.2
2024-05-31 23:15,0.432,5.5,0.385,0.225,4.2,0.056,0.206,2.2,0.161,-0.1,4.7,-0.1,3.2,100,8478,65.02,-9.7
2024-05-31 23:30,0.432,5.5,0.385,0.225,4.3,0.055,0.206,2.2,0.161,-0.1,4.7,-0.1,3.2,100,8478,65.01,-10.5
2024-05-31 23:45,0.432,5.5,0.385,0.225,4.3,0.055,0.206,2.1,0.161,-0.1,4.7,-0.1,3.2,100,8477,65.01,-11.1
2024-06-01 00:00,0.432,5.5,0.385,0.225,4.3,0.056,0.205,2.1,0.162,-0.1,4.7,-0.1,3.2,100,8478,65.02,-11.6
2024-06-01 00:15,0.432,5.5,0.384,0.225,4.3,0.055,0.205,2.1,0.161,-0.1,4.7,-0.1,3.2,100,8457,65.01,-12.2
2024-06-01 00:30,0.432,5.5,0.385,0.225,4.3,0.055,0.205,2.1,0.161,-0.1,4.7,-0.1,3.2,100,8460,65,-12.7
2024-06-01 00:45,0.432,5.5,0.385,0.225,4.3,0.055,0.205,2.1,0.162,-0.1,4.7,-0.1,3.2,100,8462,64.99,-13
2024-06-01 01:00,0.432,5.5,0.385,0.226,4.3,0.056,0.205,2.1,0.16,-0.1,4.7,-0.1,3.2,100,8462,64.99,-12.9
2024-06-01 01:15,0.432,5.5,0.384,0.226,4.3,0.055,0.205,2.1,0.161,-0.1,4.7,-0.1,3.2,100,8462,64.99,-13.3
2024-06-01 01:30,0.432,5.5,0.385,0.226,4.3,0.055,0.205,2.1,0.16,-0.1,4.7,-0.1,3.2,100,8461,64.98,-13.8
2024-06-01 01:45,0.432,5.5,0.385,0.226,4.3,0.055,0.204,2,0.159,-0.1,4.7,-0.1,3.2,100,8462,64.98,-13.9
2024-06-01 02:00,0.432,5.5,0.385,0.226,4.3,0.056,0.204,2,0.157,-0.1,4.7,-0.1,3.2,100,8462,64.97,-13.6
2024-06-01 02:15,0.432,5.5,0.385,0.225,4.3,0.056,0.204,2,0.16,-0.1,4.7,-0.1,3.2,100,8461,64.97,-13.8
2024-06-01 02:30,0.432,5.5,0.385,0.225,4.3,0.055,0.204,2,0.158,-0.1,4.7,-0.1,3.2,100,8460,64.96,-14.4
2024-06-01 02:45,0.432,5.5,0.385,0.225,4.3,0.055,0.204,2,0.158,-0.1,4.7,-0.1,3.2,100,8460,64.95,-15
2024-06-01 03:00,0.432,5.5,0.384,0.225,4.3,0.055,0.204,2,0.159,-0.1,4.7,-0.1,3.2,100,8460,64.95,-15.5
2024-06-01 03:15,0.432,5.5,0.385,0.225,4.3,0.055,0.204,2,0.16,-0.1,4.7,-0.1,3.2,100,8459,64.94,-16.1
2024-06-01 03:30,0.432,5.5,0.385,0.225,4.3,0.056,0.204,1.9,0.157,-0.1,4.7,-0.1,3.1,100,8458,64.94,-16.6
2024-06-01 03:45,0.432,5.5,0.384,0.225,4.3,0.054,0.203,1.9,0.159,-0.1,4.7,-0.1,3.1,100,8459,64.94,-17.1
2024-06-01 04:00,0.432,5.5,0.384,0.225,4.3,0.054,0.203,1.9,0.157,-0.1,4.7,-0.1,3.1,100,8455,64.94,-17.2
2024-06-01 04:15,0.432,5.5,0.384,0.225,4.3,0.056,0.203,1.9,0.158,-0.1,4.7,-0.1,3.1,100,8434,64.95,-17.6
2024-06-01 04:30,0.432,5.5,0.383,0.225,4.3,0.055,0.203,1.9,0.158,-0.1,4.7,-0.1,3.1,100,8443,64.94,-17.7
2024-06-01 04:45,0.432,5.5,0.384,0.225,4.3,0.054,0.203,1.9,0.158,-0.1,4.7,-0.1,3.1,100,8444,64.94,-17.6
2024-06-01 05:00,0.432,5.5,0.383,0.225,4.3,0.053,0.203,1.9,0.155,-0.1,4.7,-0.1,3.1,100,8444,64.95,-17.6
2024-06-01 05:15,0.432,5.5,0.384,0.225,4.3,0.056,0.203,1.8,0.157,-0.1,4.7,-0.1,3.1,100,8444,64.95,-17.6
2024-06-01 05:30,0.432,5.5,0.383,0.225,4.3,0.053,0.202,1.8,0.156,-0.1,4.7,-0.1,3.1,100,8433,64.95,-17.4
2024-06-01 05:45,0.432,5.5,0.383,0.225,4.3,0.054,0.202,1.8,0.157,-0.1,4.7,-0.1,3.1,100,8441,64.95,-17.5
2024-06-01 06:00,0.432,5.5,0.383,0.224,4.3,0.053,0.202,1.8,0.157,-0.1,4.7,-0.1,3.1,100,8442,64.95,-17.5
2024-06-01 06:15,0.432,5.5,0.383,0.224,4.3,0.054,0.202,1.8,0.157,-0.1,4.7,-0.1,3.1,100,8437,64.96,-17.6
2024-06-01 06:30,0.432,5.5,0.384,0.224,4.3,0.053,0.202,1.8,0.156,-0.1,4.7,-0.1,3.1,100,8437,64.98,-17.9
2024-06-01 06:45,0.432,5.5,0.382,0.224,4.2,0.053,0.202,1.7,0.155,-0.1,4.7,-0.1,3.1,100,8437,64.99,-18.2
2024-06-01 07:00,0.432,5.5,0.382,0.224,4.2,0.052,0.202,1.7,0.157,-0.1,4.7,-0.1,3.1,100,8437,64.99,-18.2
2024-06-01 07:15,0.432,5.5,0.381,0.224,4.2,0.052,0.201,1.7,0.156,-0.1,4.7,-0.1,3.1,100,8432,65,-18.4
2024-06-01 07:30,0.432,5.5,0.381,0.224,4.2,0.052,0.201,1.7,0.156,-0.1,4.7,-0.1,3.1,100,8449,65.01,-18.4
2024-06-01 07:45,0.432,5.5,0.38,0.224,4.2,0.051,0.201,1.7,0.157,-0.1,4.7,-0.1,3,100,8490,65.02,-17.4
2024-06-01 08:00,0.432,5.5,0.379,0.223,4.2,0.052,0.201,1.7,0.156,-0.1,4.7,-0.1,3,100,8538,65.03,-15.1
2024-06-01 08:15,0.432,5.5,0.379,0.223,4.2,0.052,0.201,1.7,0.155,-0.1,4.7,-0.1,3,100,8578,65.05,-12.4
2024-06-01 08:30,0.432,5.5,0.38,0.223,4.2,0.051,0.201,1.6,0.154,-0.1,4.7,-0.1,3,100,8627,65.07,-9.4
2024-06-01 08:45,0.432,5.5,0.38,0.223,4.2,0.052,0.201,1.6,0.155,-0.1,4.7,-0.1,3,100,8670,65.09,-6.8
2024-06-01 09:00,0.432,5.5,0.379,0.222,4.2,0.051,0.2,1.6,0.154,-0.1,4.7,-0.1,3,100,8705,65.1,-4.6
